GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
1600000US0407940,0407940,"Buckeye city, Arizona",41772,4133,30932,10011,25494,17223,-,**,45714,14612,33773,9746,34618,26023,30019,6156,59684,11515,45206,8760,101139,29511,50928,9337,46936,16562,45147,29709,49901,17176,50215,10887,61887,33533,-,**,45685,6932,45150,11291,41010,12086,46645,28679,27129,11605,34479,7055,26223,16193,35239,15233,67145,29804
1600000US0410670,0410670,"Casas Adobes CDP, Arizona",45695,3498,81933,74543,38267,46791,82473,109625,41763,11112,76009,15155,57047,40761,43228,6076,37459,22573,35430,8081,52067,68286,59814,78610,52613,26635,56715,29351,41292,20622,58920,12198,64718,15737,-,**,29188,12694,40389,2048,40695,1748,38924,6867,32730,26245,41275,23545,21736,22901,36143,21717,56163,11503
1600000US0412000,0412000,"Chandler city, Arizona",55938,2514,40758,28613,40506,63315,-,**,48197,7980,90094,13616,56549,21047,38873,6046,60331,11925,54308,20426,77404,31288,53214,16580,60995,4675,61813,4920,49022,19562,61226,6356,81761,10347,82185,81789,31276,4452,54375,7321,50941,2103,60697,4210,31750,8098,52700,22940,28587,4671,50742,11045,81448,7733
1600000US0423620,0423620,"Flagstaff city, Arizona",42687,4206,-,**,-,**,-,**,36629,8788,44089,13796,44356,91002,27423,15460,71987,37853,86530,34591,62939,68724,-,**,61504,29537,34056,29488,79132,22598,50370,52259,97518,24311,-,**,28183,3988,45747,4096,46024,2947,43639,24934,30935,13462,22193,32960,31633,20455,41454,12530,53646,13871
1600000US0427400,0427400,"Gilbert town, Arizona",58563,3874,-,**,-,**,-,**,66213,11457,81372,5122,56564,13115,45456,6368,50299,10779,42884,8009,61711,17904,58949,13541,68872,5304,67270,5637,71813,8901,70217,13094,79487,14620,100752,30372,51758,8386,48226,3474,43213,2188,56725,7600,38786,12001,66303,20864,31763,5256,41447,16611,72534,11530
1600000US0427820,0427820,"Glendale city, Arizona",39578,2954,34208,4560,34472,4430,-,**,42677,11417,41904,4566,44196,4856,30874,3976,41468,4704,38495,6234,79279,29617,41808,13507,49780,6138,50866,7173,41988,11665,30560,5628,61023,14964,-,**,24026,4144,42189,5331,45449,7057,39238,8661,21660,5976,26821,3137,18241,2244,35134,14753,46795,6993
1600000US0428380,0428380,"Goodyear city, Arizona",51373,3431,98310,84961,-,**,-,**,42241,10909,65625,39959,76421,65755,28546,4068,67891,6512,59332,14434,120516,92565,73339,10674,62231,11159,65650,10514,53950,23634,50848,20466,58627,92188,-,**,37138,28132,49552,6456,45636,7803,65352,12286,27149,8768,115075,57846,25229,6196,31945,16635,45798,18126
1600000US0446000,0446000,"Mesa city, Arizona",41472,808,51431,28963,36992,10561,75916,15352,40137,5313,50910,2852,41944,8798,32029,2788,48847,4819,45177,6502,72310,14909,47069,12001,50021,2425,50376,1826,44460,8873,47168,3270,56815,7079,61317,31079,34534,5907,40032,1641,39774,1913,40254,2398,26941,4949,33542,9025,22614,4685,30713,5434,58804,10657
1600000US0454050,0454050,"Peoria city, Arizona",50962,1129,-,**,-,**,-,**,51300,5481,71796,15054,50700,6460,42084,4957,52017,16771,48241,13977,98341,61202,48623,18010,61387,9331,61250,9497,63393,40995,51971,7667,61258,9026,-,**,48717,6676,47796,5603,41075,6355,51008,3319,30901,2630,50379,42350,28182,6310,47964,12833,59263,18450
1600000US0455000,0455000,"Phoenix city, Arizona",41219,470,32495,3475,31426,4518,55313,277666,40325,1105,45227,4598,42459,5963,32329,1853,43729,4525,41953,2975,67268,14485,50380,14423,51579,2042,52144,3537,47182,7614,42468,4448,66953,4971,60564,35164,29557,2456,42823,2213,43805,3060,42267,2300,28960,1905,35562,6132,27452,1952,31748,3519,51968,4441
1600000US0464210,0464210,"San Tan Valley CDP, Arizona",48522,3802,-,**,-,**,-,**,46615,2007,60436,23594,75862,106252,44096,13551,54571,67074,49530,11869,-,**,66679,6409,49191,7902,50918,14254,48893,34090,51471,20125,65891,35813,-,**,35727,21164,46185,6345,32254,15316,49612,6106,17305,7041,12265,53792,19000,5924,37345,12377,59481,3867
1600000US0465000,0465000,"Scottsdale city, Arizona",66879,5003,65833,15598,30720,12989,160208,242234,85208,13587,73188,13200,61926,9577,43852,15478,66389,23333,57724,14245,101898,18994,75533,24732,69608,14754,70053,14882,63588,35301,85894,11402,86913,9106,157206,60610,70055,40767,65807,12228,50629,2907,72471,11529,43267,7958,51401,31170,36393,12529,48828,10616,80565,29291
1600000US0471510,0471510,"Surprise city, Arizona",47348,3323,-,**,-,**,-,**,49563,14024,56307,16318,85223,34298,34522,5498,55839,7661,55625,9928,59097,18121,66102,49080,42352,17295,44542,15709,29525,43888,47162,22929,78214,31142,-,**,31238,16952,50431,5575,43096,3180,53401,12715,26000,14443,31661,2603,24021,18886,42877,9343,60042,7884
1600000US0473000,0473000,"Tempe city, Arizona",40625,1602,36291,9597,-,**,-,**,37457,7892,44184,14986,43289,21713,31845,3545,35380,11924,29169,5676,71997,10940,47107,16339,46301,9902,47785,10319,40788,17355,51644,9158,59802,13321,40197,20152,36445,14369,43638,5119,41679,5438,47784,12813,28122,4094,36712,10980,26707,2770,30907,6740,54364,13394
1600000US0477000,0477000,"Tucson city, Arizona",36037,716,50830,53753,41197,53228,85011,73940,36303,3614,41963,6270,37060,7217,30778,1404,36482,4634,35302,3413,53086,7229,39232,15932,38002,3897,38695,4276,35949,9690,38829,3707,58592,9050,56076,35994,29306,2929,36448,966,38714,4509,35122,2616,21737,982,28440,5187,20795,1047,34696,6305,41400,3057
1600000US0485540,0485540,"Yuma city, Arizona",36783,1311,42983,8770,42983,8770,-,**,35777,32510,28440,11053,47658,33225,35589,11984,52078,52843,80167,113219,51984,58084,61434,40829,43887,10803,43618,13025,44436,16809,36147,9859,53528,6815,-,**,29495,8808,40463,5271,37296,5330,40882,5734,26306,5112,34196,8438,20430,11763,24344,10233,63307,26212
1600000US0515190,0515190,"Conway city, Arkansas",38165,5143,-,**,-,**,-,**,35332,21210,27000,14753,46979,44420,37152,27653,54917,61559,53467,69327,-,**,35725,38479,40471,10075,45546,6397,22090,13303,35497,12645,37181,28515,-,**,11974,22437,40600,5772,44000,7469,36724,4465,23422,13856,71784,33607,18352,7560,24453,35709,60840,21388
1600000US0523290,0523290,"Fayetteville city, Arkansas",40413,5738,-,**,-,**,-,**,31881,22468,31986,15823,41161,184863,40250,32016,50605,23608,50605,23608,-,**,53099,25648,54576,47388,54562,191204,62543,104579,42123,22575,52392,109095,-,**,31705,19349,43162,12197,52959,16077,34700,6370,23972,6611,-,**,23972,6611,42570,41383,44473,28251
1600000US0524550,0524550,"Fort Smith city, Arkansas",34882,4260,95137,98553,-,**,-,**,30175,2796,38119,8386,33262,19600,32706,8232,48780,8279,47717,9656,-,**,21353,21325,44657,15443,54219,20688,10808,3246,36259,19993,75471,33845,-,**,22147,8834,35570,23057,46370,9671,29672,18469,24794,2978,-,**,24389,1982,26589,10437,49189,35312
1600000US0535710,0535710,"Jonesboro city, Arkansas",40344,3125,-,**,-,**,-,**,29632,1990,36714,3575,55026,30145,28953,21236,62653,52663,62653,52663,-,**,46924,6566,43478,12319,44266,25048,41822,81735,39934,30082,52022,10571,-,**,26752,11427,48700,14781,54163,11730,41184,12607,20779,17084,-,**,20779,17084,46292,21409,46134,13264
1600000US0541000,0541000,"Little Rock city, Arkansas",44694,3773,-,**,-,**,-,**,36907,6837,36110,8722,47146,9771,36980,7554,51959,9042,51263,2922,61314,37526,56867,25951,45754,6311,49787,10396,36151,6139,61237,4628,69254,8718,-,**,31866,10513,45443,4513,47271,9408,45071,4963,26509,9841,40701,4888,21406,4828,41912,25322,44709,22083
1600000US0550450,0550450,"North Little Rock city, Arkansas",38605,3210,-,**,-,**,-,**,55922,35677,45258,29108,36765,14633,39779,21643,36962,17573,36668,13719,-,**,56841,56287,51554,3628,52984,2772,46385,25195,35058,35836,80833,80340,-,**,21368,11745,32358,4965,37786,14581,32211,4982,21320,5912,21625,10270,21010,11120,40087,27502,46045,12855
1600000US0560410,0560410,"Rogers city, Arkansas",38265,4018,-,**,-,**,-,**,31860,3513,36859,5874,47143,43883,38288,11494,31884,7027,32071,9448,-,**,-,**,120635,75299,122141,50990,58106,71886,54000,15918,60821,9637,100708,87477,22459,10370,42277,17611,48842,5501,33604,22918,21968,3640,57864,13832,20567,1723,28435,5706,48444,20178
1600000US0566080,0566080,"Springdale city, Arkansas",33688,4258,-,**,-,**,-,**,31828,8121,30285,3454,51658,47203,36865,14402,44205,16259,46186,19881,-,**,26098,3328,60742,36281,37617,16006,62231,30158,62106,35236,76933,20559,-,**,23621,19401,33981,5210,36961,4694,30332,9080,22411,7532,-,**,22192,7186,75059,56328,44240,15433
1600000US0600562,0600562,"Alameda city, California",72477,8718,-,**,-,**,-,**,77508,34055,81099,9208,60066,23573,63682,32222,39260,10358,36879,11359,-,**,110583,41208,100608,36265,105529,30648,81776,66862,88212,12333,93146,14132,-,**,34362,65215,56371,11293,80640,11561,46431,9987,40383,7566,95875,61907,31190,8182,61250,19667,91772,11741
1600000US0600884,0600884,"Alhambra city, California",48015,5954,-,**,-,**,-,**,41689,12567,40540,7206,36699,3463,40324,10594,54448,7310,53105,8943,57020,55409,65180,24700,51825,12014,60784,9125,21752,2245,63933,6324,65044,7513,-,**,58013,42029,52352,8702,45789,14571,55366,18812,30202,5871,31125,5742,29908,7203,27110,22290,57482,11471
1600000US0602000,0602000,"Anaheim city, California",41158,1851,56165,27031,54951,38188,-,**,36419,9440,39878,3930,37036,6133,31883,5355,46289,9443,39440,6951,110552,82887,75723,10054,58113,12787,60312,14492,53094,24032,42727,4858,60220,7145,-,**,27142,5436,50303,6273,61718,12709,45722,5879,26658,1934,40842,7234,24552,3638,24543,4593,69775,8525
1600000US0602252,0602252,"Antioch city, California",46321,4232,-,**,-,**,-,**,39924,6902,44195,4439,37041,50788,41875,6522,61154,12916,57672,7932,121862,35341,62163,26960,44300,24739,55131,26762,42188,52760,41910,9615,100748,51303,-,**,36333,10143,52679,10364,76859,23044,48630,12070,28146,3876,62665,43650,27034,4893,55409,30894,73988,12838
1600000US0602364,0602364,"Apple Valley town, California",50171,4366,-,**,-,**,-,**,71806,39072,41884,87653,49833,26388,40123,17969,54965,9192,52806,8439,92117,220167,100659,69686,42301,30247,41956,18840,-,**,22189,32364,91875,103222,-,**,20125,23805,52798,14403,65291,28296,49468,12344,20466,10989,-,**,20466,10989,35694,138351,80470,25640
1600000US0602553,0602553,"Arden-Arcade CDP, California",43138,5175,-,**,-,**,-,**,38348,18534,42426,77807,76501,16630,27162,16606,45500,24234,37394,13066,121449,46974,51157,13575,68390,19051,80717,24634,25701,14559,43308,11722,69403,28409,-,**,36760,6182,45106,9672,45211,8441,44150,15338,26369,7122,38303,26750,24926,5553,30274,25278,60807,11678
1600000US0603526,0603526,"Bakersfield city, California",48029,3082,50820,18179,22313,10494,67448,14841,50191,9688,35670,3326,65140,17196,31472,5788,52494,14023,50979,12196,61936,16135,68300,44447,55709,12415,61541,9734,38795,10446,45092,5835,47418,6791,-,**,38182,11870,54072,3098,53856,5365,54185,4811,29424,3586,30625,2547,29008,4680,32929,7475,58281,13141
1600000US0603666,0603666,"Baldwin Park city, California",37023,4081,23859,38445,23859,38445,-,**,34877,17362,41364,12233,35554,5858,35808,17665,37090,11087,36389,9396,-,**,22037,18355,71531,7887,72250,7139,37217,54576,39842,8932,42183,10653,-,**,36754,10680,36135,7899,37146,10760,31836,12193,25897,15706,47038,5649,21585,7835,27242,16369,44233,3739
1600000US0604982,0604982,"Bellflower city, California",41429,1420,-,**,-,**,-,**,60740,12391,47151,9139,40589,5594,26530,2224,49380,4696,49347,5456,49427,47378,70019,19394,39969,16236,38781,14975,41218,58376,40522,8529,48300,22573,-,**,30069,11111,42611,7026,49626,2145,33158,13576,35688,9337,30202,24580,38533,16366,23938,4486,61234,10998
1600000US0606000,0606000,"Berkeley city, California",70880,3986,-,**,-,**,-,**,62024,14739,91350,36100,67625,28606,35530,8426,100482,46376,-,**,101024,70682,86750,30081,90653,65585,91136,64778,84455,157084,90829,8061,101290,10827,-,**,61183,21365,70146,8202,66048,9361,88052,18734,28939,9546,36636,19556,22305,7408,50979,7747,98494,22537
1600000US0608786,0608786,"Buena Park city, California",42119,4168,-,**,-,**,-,**,41512,20844,39386,15537,61671,35010,35167,9963,50273,24376,41738,12991,81905,15478,61523,19683,42205,12137,41775,7510,52205,59167,54338,23130,90102,24674,-,**,30781,14496,50360,8587,61994,37727,46667,8422,18409,14281,21575,16871,14619,24552,35225,22572,42528,6565
1600000US0608954,0608954,"Burbank city, California",60488,7388,-,**,-,**,-,**,45155,51218,41999,22413,41375,2652,32641,7816,51819,11832,50796,14889,90880,14297,74562,12277,72436,23716,69102,23320,85025,39543,70320,24763,71120,25582,-,**,38628,56673,51379,14031,60318,38624,51125,11293,65685,10514,74451,31816,40288,27806,53722,4621,91420,35202
1600000US0610046,0610046,"Camarillo city, California",71541,7108,79283,5799,79283,5799,-,**,51676,14024,73491,28089,72480,46017,45696,35873,85072,14558,81520,30464,103601,25946,89593,21916,104174,21060,104107,20565,125268,201274,62377,8896,62023,8947,-,**,70718,14238,57336,13654,61246,11185,45703,37630,31945,10033,-,**,37574,23213,62270,14420,93116,22357
1600000US0611194,0611194,"Carlsbad city, California",90009,12821,-,**,-,**,-,**,57445,35826,100948,4410,113183,65378,72553,62029,125498,103463,51278,195275,125912,104371,61931,141721,100234,23479,121969,51400,75527,10248,105923,17768,110680,10995,-,**,55338,55599,61329,28603,56167,26782,61875,39275,71609,32211,76684,41363,70661,72078,42102,39900,139044,50218
1600000US0611390,0611390,"Carmichael CDP, California",51023,2699,-,**,-,**,-,**,62348,23425,65830,30962,47755,66671,41641,13573,50538,17060,50121,19378,90053,104078,48909,41043,50981,14024,50103,15987,51786,99184,60344,44285,62479,43411,-,**,37382,44259,61431,20420,79045,13545,51495,13882,26827,16434,46090,6845,25352,4404,45898,30386,62255,10355
1600000US0611530,0611530,"Carson city, California",39250,5215,-,**,-,**,-,**,60393,39908,36274,13931,30494,11810,26396,8734,48479,12248,42472,15258,106111,48801,83019,63574,36725,11566,26540,21134,39406,11844,34271,16330,50511,28426,-,**,22251,16756,41374,5736,56205,24572,40688,5463,33275,4674,-,**,32722,5358,35774,13061,73089,10521
1600000US0611964,0611964,"Castro Valley CDP, California",73086,5862,-,**,-,**,-,**,45941,35842,72006,12817,102480,17065,67265,63144,62371,12969,56438,22032,70557,18023,105520,27787,101354,34267,100208,36211,131528,81730,100552,15192,102140,30930,-,**,50699,62380,67179,11160,65325,16510,71078,16312,40957,30201,81193,68806,40547,34215,45148,40287,101213,31426
1600000US0613014,0613014,"Chico city, California",46611,5562,40463,10012,40463,10012,-,**,70387,31886,48375,22609,50083,21012,37172,6562,82117,52882,28836,3234,111438,14561,57380,35626,47997,8916,47793,10095,50184,14202,41377,8393,48592,15115,-,**,21095,17976,56297,12233,65960,12454,49983,21621,16916,20201,-,**,16524,9127,20389,2639,57215,17096
1600000US0613210,0613210,"Chino city, California",45712,7135,64214,20082,-,**,-,**,40994,41053,43495,18472,56845,14943,36721,11331,37917,4762,36957,6588,77355,163242,51421,27057,60758,12728,61250,21400,60012,43550,41972,16240,49261,38763,-,**,41250,18986,52014,27454,76052,18502,50272,26017,38163,13009,90079,93059,34284,14231,19921,17723,79563,20315
1600000US0613214,0613214,"Chino Hills city, California",66301,4909,"2,500-",***,"2,500-",***,-,**,120868,18335,77202,8183,62149,10597,39919,7011,85710,52963,60601,5066,131715,66792,48546,17722,68063,29200,52072,53933,69640,76250,63482,24814,90481,5565,-,**,46704,15009,76298,13276,65251,9923,82334,7092,36891,8770,59281,50974,36736,6054,36635,31485,72466,22040
1600000US0613392,0613392,"Chula Vista city, California",51626,2836,-,**,-,**,-,**,36289,12649,60873,16310,32982,9305,33322,7353,55994,10312,54426,11543,90034,30757,59393,37636,58820,4608,59093,8872,46529,27377,57625,13763,76055,20456,-,**,41240,12450,53590,12471,68102,17485,50338,7098,33352,7601,50145,16270,31410,5623,35570,18621,70728,12118
1600000US0613588,0613588,"Citrus Heights city, California",49168,2348,-,**,-,**,-,**,50413,6352,57679,20851,56757,6733,37091,6955,52689,4751,51775,1957,153469,65510,48136,45869,52123,21699,65632,20532,48706,10538,38009,8703,41663,11864,-,**,36057,14018,48831,6364,55587,17469,48399,6539,30167,11963,36922,4155,21375,6518,50738,24274,61775,12556
1600000US0614218,0614218,"Clovis city, California",56744,7491,29643,10384,29643,10384,-,**,64103,14892,49101,11367,95167,60926,36236,7653,70251,20420,51435,14214,110609,24048,90824,69008,66660,5880,66254,7604,70206,34560,65518,29511,71594,16971,-,**,39128,8868,63053,14903,58780,17558,65878,23010,22456,21747,22121,32836,24009,23551,35826,13684,75975,11109
1600000US0615044,0615044,"Compton city, California",35462,1131,-,**,-,**,-,**,37263,6560,33156,4874,26813,6655,33984,5816,37300,4911,37151,4344,69406,97705,70250,45764,40855,27758,26333,4353,74440,17012,35334,10543,57879,20282,-,**,24840,6314,40082,5158,53839,19536,37780,8905,25861,1787,25100,6266,26883,4749,31014,3483,51577,11228
1600000US0616000,0616000,"Concord city, California",61879,2821,-,**,-,**,-,**,87470,12962,80540,15286,68750,27192,37172,13391,51519,9487,49353,6759,65992,36217,117929,36676,70492,12752,71967,13044,51372,57453,67241,11455,81523,19285,-,**,40772,6043,70036,12225,67500,17407,70049,14305,32606,19394,62220,30588,26066,13839,30586,5159,76029,23728
1600000US0616350,0616350,"Corona city, California",49253,3768,-,**,-,**,-,**,61628,10928,40974,9858,48469,7796,40009,6655,52724,10018,51795,11117,61142,44740,61763,29663,50692,2689,49658,4650,51631,11428,46652,20908,80012,11494,-,**,35159,12883,57668,10132,75905,35006,52530,19504,24701,8338,20339,55502,26944,8780,30664,15702,60738,34208
1600000US0616532,0616532,"Costa Mesa city, California",50794,2775,31205,40331,31205,40331,-,**,41305,6474,62435,11539,65636,7394,53266,7050,52351,40924,61862,61346,-,**,34143,21707,61630,13094,56927,15517,76637,33108,51875,7516,66818,14750,-,**,30720,8388,51734,12977,49096,4880,58607,17567,26147,3202,27112,5013,25553,6834,30004,8706,71919,42790
1600000US0617918,0617918,"Daly City city, California",44108,4059,-,**,-,**,-,**,41886,11284,71020,8266,61860,13110,40764,2801,51569,7386,51188,9582,100091,24907,49353,27516,51795,5707,54921,11261,31065,13031,47910,19372,80503,19327,-,**,35199,7864,47214,4456,51017,15054,46978,4570,30524,3135,30758,6100,30506,3614,31586,23370,65841,8177
1600000US0618100,0618100,"Davis city, California",76771,10550,115033,74529,115033,74529,-,**,7459,80906,98125,27591,140321,126754,66663,53184,70567,32108,62206,40275,123575,7109,-,**,70900,66706,57314,97264,71450,97222,118438,21526,127452,13270,-,**,37922,13614,75990,13740,68734,18121,105905,54093,21930,2390,-,**,21704,1716,30341,30120,107804,9393
1600000US0619766,0619766,"Downey city, California",46267,4085,-,**,-,**,-,**,60356,17959,51867,9009,55679,26208,35616,10555,41542,7068,41203,5976,75269,11645,61348,43424,45536,4919,47209,5182,42959,3868,43580,5749,44591,7370,-,**,40609,6883,41837,7244,62391,32268,36054,8076,30667,19880,26102,58799,32042,17875,48285,20223,66443,18046
