,Median earnings 2007,Id2,Geography_x,Population 2007,Median earnings 2017,Geography_y,Population 2017,Id,Geography,"Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Agriculture, forestry, fishing and hunting, and mining: 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Agriculture, forestry, fishing and hunting, and mining: 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Agriculture, forestry, fishing and hunting, and mining: - Mining 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Agriculture, forestry, fishing and hunting, and mining: - Mining 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Construction 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Construction 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Manufacturing 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Manufacturing 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Wholesale trade 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Wholesale trade 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Retail trade 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Retail trade 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Transportation and warehousing, and utilities: 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Transportation and warehousing, and utilities: 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Transportation and warehousing, and utilities: - Transportation and warehousing 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Transportation and warehousing, and utilities: - Transportation and warehousing 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Transportation and warehousing, and utilities: - Utilities 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Transportation and warehousing, and utilities: - Utilities 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Information 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Information 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Finance and insurance, and real estate and rental and leasing: 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Finance and insurance, and real estate and rental and leasing: 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Finance and insurance, and real estate and rental and leasing: - Finance and insurance 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Finance and insurance, and real estate and rental and leasing: - Finance and insurance 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Professional, scientific, and management, and administrative and waste management services: 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Professional, scientific, and management, and administrative and waste management services: 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Educational services, and health care and social assistance: 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Educational services, and health care and social assistance: 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Educational services, and health care and social assistance: - Educational services 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Educational services, and health care and social assistance: - Educational services 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Educational services, and health care and social assistance: - Health care and social assistance 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Educational services, and health care and social assistance: - Health care and social assistance 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Arts, entertainment, and recreation, and accommodation and food services: 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Arts, entertainment, and recreation, and accommodation and food services: 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Other services, except public administration 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Other services, except public administration 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Public administration 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - Public administration 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - PERCENT IMPUTED - Industry 2007","Median earnings (dollars); Estimate; Full-time, year-round civilian employed population 16 years and over with earnings - PERCENT IMPUTED - Industry 2007","Total; Estimate; Full-time, year-round civilian employed population 16 years and over 2017","Total; Estimate; Agriculture, forestry, fishing and hunting, and mining: 2017","Total; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting 2017","Total; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction 2017",Total; Estimate; Construction 2017,Total; Estimate; Manufacturing 2017,Total; Estimate; Wholesale trade 2017,Total; Estimate; Retail trade 2017,"Total; Estimate; Transportation and warehousing, and utilities: 2017","Total; Estimate; Transportation and warehousing, and utilities: - Transportation and warehousing 2017","Total; Estimate; Transportation and warehousing, and utilities: - Utilities 2017",Total; Estimate; Information 2017,"Total; Estimate; Finance and insurance, and real estate and rental and leasing: 2017","Total; Estimate; Finance and insurance, and real estate and rental and leasing: - Finance and insurance 2017","Total; Estimate; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing 2017","Total; Estimate; Professional, scientific, and management, and administrative and waste management services: 2017","Total; Estimate; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services 2017","Total; Estimate; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises 2017","Total; Estimate; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services 2017","Total; Estimate; Educational services, and health care and social assistance: 2017","Total; Estimate; Educational services, and health care and social assistance: - Educational services 2017","Total; Estimate; Educational services, and health care and social assistance: - Health care and social assistance 2017","Total; Estimate; Arts, entertainment, and recreation, and accommodation and food services: 2017","Total; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation 2017","Total; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services 2017","Total; Estimate; Other services, except public administration 2017",Total; Estimate; Public administration 2017
174,20437,29700,"Laredo, TX Metro Area",233152,28488,"Laredo, TX Metro Area",274794,3100000US29700,"Laredo, TX Metro Area",56581,24649,1903,36135,238,33528,1665,36765,4975,21656,1033,30807,3338,19882,6635,23116,9232,26786,9076,26618,156,38779,386,16886,3335,28960,2690,27664,645,32011,3086,20735,1310,34025,0,-,1776,15134,10496,31255,6688,34502,3808,26091,3128,16608,335,25396,2793,15485,3889,16006,5145,48451,1.4,(X),82417,2695,174,2521,4858,2361,3202,8303,15646,15515,131,1081,3234,3079,155,6125,3029,0,3096,19439,10354,9085,6664,252,6412,2313,6496
175,21495,29740,"Las Cruces, NM Metro Area",198791,29891,"Las Cruces, NM Metro Area",215579,3100000US29740,"Las Cruces, NM Metro Area",52203,25909,1877,18543,1644,16644,233,92905,6662,20013,3148,24765,982,23486,6813,17099,2602,46503,2342,46589,260,46265,904,32066,2084,31561,1382,34337,702,31087,4484,38418,3192,41577,0,-,1292,33214,11818,25963,5222,35348,6596,20677,4358,18365,823,25028,3535,17589,2251,21204,4220,45585,1.8,(X),52452,727,727,0,3194,2287,886,5403,3160,2536,624,1854,1241,775,466,5396,3868,0,1528,14118,6595,7523,6077,1120,4957,2336,5773
176,34540,29820,"Las Vegas-Paradise, NV Metro Area",1836333,35918,"Las Vegas-Henderson-Paradise, NV Metro Area",2204079,3100000US29820,"Las Vegas-Paradise, NV Metro Area",634175,38932,1092,66282,494,78311,598,61717,77783,46376,24057,37432,17192,43911,58003,31762,32753,41590,26410,40644,6343,60231,10659,50228,54106,43516,32368,46375,21738,41117,66885,41982,32702,54356,1003,37770,33180,31636,69639,42897,26334,42902,43305,42890,174218,31268,59460,34162,114758,30142,21068,29369,26720,54744,4.0,(X),753628,1392,219,1173,55779,31699,16170,74168,51887,44968,6919,11363,45224,26646,18578,85838,40190,421,45227,115786,41666,74120,197238,64893,132345,34572,32512
177,31949,29940,"Lawrence, KS Metro Area",113488,37355,"Lawrence, KS Metro Area",120793,3100000US29940,"Lawrence, KS Metro Area",35519,37734,241,49137,241,49137,0,-,2348,39855,4383,36264,1223,52446,3497,23180,1394,42044,1096,50083,298,33836,1554,41333,2082,42276,1616,50020,466,36801,3972,44286,2476,53472,0,-,1496,32983,9643,36970,6105,35709,3538,40033,2123,27808,330,47370,1793,21983,1633,36150,1426,55026,2.0,(X),42811,497,288,209,2005,3209,1499,5229,2319,1274,1045,964,3569,2645,924,4188,3227,129,832,13700,6810,6890,2328,845,1483,1669,1635
178,29415,30020,"Lawton, OK Metro Area",113811,32224,"Lawton, OK Metro Area",127735,3100000US30020,"Lawton, OK Metro Area",25611,33391,431,31664,281,31354,150,35588,1778,28672,2972,56234,590,14803,2496,23269,1031,40964,954,40757,77,42092,512,37500,1189,24838,816,24784,373,25058,2166,36777,1013,36422,0,-,1153,41589,6334,33727,2024,42000,4310,30989,1012,22500,462,28910,550,14787,1515,32710,3585,42095,2.3,(X),35266,581,417,164,2655,3694,472,3084,1196,809,387,823,1580,926,654,3098,2208,0,890,8918,3668,5250,2029,686,1343,2009,5127
179,31367,30140,"Lebanon, PA Metro Area",127889,39120,"Lebanon, PA Metro Area",139754,3100000US30140,"Lebanon, PA Metro Area",42101,36949,482,36731,482,36731,0,-,3417,36333,9224,39163,2724,41645,4452,35484,2349,42175,2177,42325,172,41638,549,39063,2249,35550,1609,31152,640,36395,2930,37933,1387,36105,242,39245,1301,38807,8394,34434,2402,37447,5992,33815,1950,19115,702,16812,1248,20433,1756,38466,1625,39879,1.4,(X),47947,801,718,83,3332,8288,1598,5121,4582,3999,583,455,1962,1182,780,3122,2071,0,1051,11394,3767,7627,3264,471,2793,2168,1860
180,31396,30340,"Lewiston-Auburn, ME Metro Area",106815,34184,"Lewiston-Auburn, ME Metro Area",107651,3100000US30340,"Lewiston-Auburn, ME Metro Area",35898,36134,696,20000,696,20000,0,-,2523,34853,6795,36241,743,41408,4680,38857,1383,49314,1171,51472,212,45125,1016,41921,2298,34091,1997,32003,301,39972,2968,37237,1893,41444,71,-,1004,29423,8705,30725,1880,36407,6825,28910,860,40388,71,50528,789,40203,1323,26369,1908,50417,1.1,(X),37467,486,486,0,2241,4604,1105,4756,1376,1162,214,663,3625,3216,409,3223,2267,0,956,9864,3605,6259,1992,332,1660,1889,1643
181,32258,30460,"Lexington-Fayette, KY Metro Area",447589,37225,"Lexington-Fayette, KY Metro Area",512650,3100000US30460,"Lexington-Fayette, KY Metro Area",148575,37437,4501,28476,4298,27449,203,37303,10706,36721,26484,45004,4641,41516,13982,27475,7410,44409,6182,41542,1228,65109,3969,45693,9341,36335,6032,40744,3309,31452,14565,39980,9773,44602,534,54861,4258,31938,34145,36840,14520,37135,19625,36509,5986,26235,1355,28558,4631,25657,5629,30716,7216,40199,2.4,(X),180967,4036,3940,96,10777,28191,6061,17047,6635,5559,1076,2848,11295,7292,4003,20644,13895,132,6617,46191,19472,26719,9470,2046,7424,9737,8035
182,30138,30620,"Lima, OH Metro Area",105233,36362,"Lima, OH Metro Area",103198,3100000US30620,"Lima, OH Metro Area",28542,36254,409,30486,355,26884,54,-,2397,41612,5870,48922,1169,31653,3162,29531,1581,40887,1209,39622,372,41458,220,35760,1140,31063,1049,32484,91,-,1677,36890,961,48854,0,-,716,28431,6242,33700,1650,41597,4592,31798,1344,21047,283,40419,1061,16448,1625,14619,1706,37000,7.9,(X),32551,382,267,115,1986,7472,1400,3186,2061,1956,105,430,1355,1096,259,2348,1228,0,1120,7149,2701,4448,1546,138,1408,1451,1785
183,32667,30700,"Lincoln, NE Metro Area",290404,40593,"Lincoln, NE Metro Area",331592,3100000US30700,"Lincoln, NE Metro Area",101080,36787,1428,37113,1428,37113,0,-,6550,36848,12206,45376,3442,43897,10031,28773,6811,43160,5513,41869,1298,51345,2299,47528,9323,35692,7558,36333,1765,31507,9822,40391,5825,50533,267,35028,3730,30641,22814,32895,8755,40187,14059,30174,4513,19652,947,26738,3566,19321,3112,35579,8729,39284,2.0,(X),127919,1637,1493,144,9089,13554,4083,10582,6213,4665,1548,2446,11752,10347,1405,14003,8638,426,4939,33990,16188,17802,7066,1618,5448,5174,8330
184,31781,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",672623,38442,"Little Rock-North Little Rock-Conway, AR Metro Area",738082,3100000US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",214121,37048,4105,40294,2438,32843,1667,47454,16458,33450,20283,38271,7908,40612,22175,28187,14494,45623,11558,45486,2936,46852,8819,50298,17417,38700,14210,41451,3207,32890,19707,41379,12492,48659,321,41338,6894,26875,45889,38620,12703,41250,33186,37054,10573,20121,2032,26815,8541,18015,8647,31056,17646,40025,3.4,(X),259661,2668,1618,1050,15821,20223,8105,26748,16750,13241,3509,7373,20870,16336,4534,22424,14947,163,7314,71385,22629,48756,15551,2849,12702,12378,19365
185,27232,30860,"Logan, UT-ID Metro Area",119527,32297,"Logan, UT-ID Metro Area",138219,3100000US30860,"Logan, UT-ID Metro Area",29901,33340,1540,22018,1528,21940,12,"100,000+",3375,31122,8148,40216,1134,31161,2573,31217,947,39037,755,36926,192,49286,544,29613,962,36794,567,34613,395,"100,000+",1605,31445,1000,41152,0,-,605,22370,5824,36118,3764,37269,2060,31266,862,24029,158,25313,704,23884,876,21635,1511,30893,4.1,(X),37136,1593,1456,137,2279,7709,262,3085,2323,2178,145,375,1290,1045,245,4166,2375,83,1708,9498,5678,3820,2263,534,1729,1186,1107
186,30029,30980,"Longview, TX Metro Area",210683,31465,"Longview, TX Metro Area",217481,3100000US30980,"Longview, TX Metro Area",59275,35282,4535,49194,922,21224,3613,50622,6009,27666,9791,40685,3249,38962,5651,29408,3217,46195,2543,45398,674,60577,2342,26931,3330,35365,2572,30034,758,41875,3297,31803,1901,50262,0,-,1396,20778,11828,35159,5047,33049,6781,35771,1992,17041,372,21138,1620,14651,1909,32495,2125,35016,2.2,(X),65042,4582,383,4199,5941,7903,2882,6661,4248,2835,1413,892,2583,1885,698,6072,3269,123,2680,15110,5675,9435,3584,344,3240,2250,2334
187,30646,31020,"Longview, WA Metro Area",100467,32480,"Longview, WA Metro Area",106910,3100000US31020,"Longview, WA Metro Area",24996,37457,454,33418,400,32991,54,-,2483,40984,5443,46858,920,44294,2119,30950,3010,42310,2406,41536,604,81574,355,37083,990,41865,853,41091,137,75188,820,43214,321,51585,0,-,499,36198,4253,30044,1004,35885,3249,26490,1318,30635,532,31954,786,16300,1358,26647,1473,35670,3.8,(X),28842,722,682,40,2710,6728,1296,2564,1675,1281,394,191,1111,580,531,1725,908,0,817,6390,1844,4546,1503,163,1340,936,1291
188,31574,31140,"Louisville-Jefferson County, KY-IN Metro Area",1228764,38869,"Louisville/Jefferson County, KY-IN Metro Area",1293722,3100000US31140,"Louisville-Jefferson County, KY-IN Metro Area",390319,37124,3484,15939,3052,14720,432,50436,27054,39076,66263,41799,13772,41532,39193,30134,30399,42133,26859,42306,3540,41543,9276,39270,35982,40349,27884,41790,8098,35935,35525,39099,22674,47425,1007,52065,11844,30131,69385,36492,20935,40625,48450,34514,23859,25997,6696,29341,17163,24503,20308,30948,15819,41870,3.6,(X),460657,2883,2478,405,28121,79575,13034,46473,39063,33850,5213,9168,39632,32381,7251,43526,28505,1311,13710,95838,31575,64263,28330,6385,21945,18717,16297
189,28619,31180,"Lubbock, TX Metro Area",268438,32494,"Lubbock, TX Metro Area",318011,3100000US31180,"Lubbock, TX Metro Area",83534,32199,1669,41563,1196,22723,473,60386,6913,31729,5393,31084,3861,41022,10336,27262,3337,45805,2901,46770,436,29450,4223,32446,5540,45131,3538,57083,2002,29126,6593,31016,2838,46328,227,29392,3528,24821,21680,35057,10715,36913,10965,31084,5328,20917,605,18998,4723,21110,3705,34831,4956,31695,3.1,(X),106891,4367,2331,2036,6286,7021,3474,11934,5549,4025,1524,1349,7608,4874,2734,7016,4022,53,2941,31582,13946,17636,8861,961,7900,6362,5482
190,29849,31340,"Lynchburg, VA Metro Area",238526,35749,"Lynchburg, VA Metro Area",260116,3100000US31340,"Lynchburg, VA Metro Area",70998,33718,441,23069,441,23069,0,-,6889,29342,15558,40018,2162,32486,6234,28045,5088,45249,3727,41686,1361,67031,1812,35907,5206,33457,4283,32840,923,34606,5540,36373,2620,63333,46,"100,000+",2874,21717,13884,34503,5996,36497,7888,32360,2998,20611,410,27531,2588,19579,2324,29811,2862,38944,2.6,(X),84150,617,441,176,5425,13556,2613,8670,4009,2861,1148,910,5662,3694,1968,6657,3857,65,2735,24195,8432,15763,3234,860,2374,4395,4207
191,29811,31420,"Macon, GA Metro Area",231169,31807,"Macon-Bibb County, GA Metro Area",229258,3100000US31420,"Macon, GA Metro Area",62577,35871,1505,29319,1302,28219,203,31747,3827,37321,5116,44346,2810,39912,7710,28743,4216,49908,3147,49720,1069,52957,1927,43974,6407,34434,4875,33793,1532,35142,6569,36291,4070,41787,79,"100,000+",2420,26957,12829,32651,3836,35686,8993,31204,2543,19124,317,45739,2226,17380,2353,27349,4765,41104,5.8,(X),67066,525,188,337,4413,6150,1356,6106,3744,3264,480,2005,7028,5863,1165,4434,3089,0,1345,17589,4829,12760,3893,748,3145,2635,7188
192,25396,31460,"Madera, CA Metro Area",146513,26771,"Madera, CA Metro Area",156890,3100000US31460,"Madera, CA Metro Area",36396,30421,6173,22088,6103,21952,70,-,3044,36548,4501,37053,1166,30240,3257,24560,2167,31936,2005,31941,162,22470,917,53361,1636,38941,1107,38457,529,43554,1770,30585,879,29604,0,-,891,30747,6474,33721,2508,49985,3966,25231,1422,23461,739,23933,683,21678,843,35415,3026,55968,4.9,(X),37927,6115,6115,0,4415,5510,1156,2875,2049,1495,554,485,1070,718,352,2735,902,0,1833,7306,3989,3317,1957,462,1495,1200,1054
193,37119,31540,"Madison, WI Metro Area",555626,45648,"Madison, WI Metro Area",654230,3100000US31540,"Madison, WI Metro Area",192584,42468,3733,26873,3593,26181,140,44486,11628,43654,27926,44113,7731,39636,18218,35156,8563,50166,6083,48972,2480,53604,7265,43199,21687,43908,18179,44391,3508,41103,19009,51459,14528,60603,100,33953,4381,32157,40462,41892,18738,44272,21724,38962,7482,28979,1944,37115,5538,28003,5498,35504,13382,51290,5.8,(X),251434,5006,4931,75,14358,31252,5105,20595,10518,8426,2092,7002,22611,18628,3983,36511,29066,186,7259,62480,28440,34040,11374,2534,8840,8802,15820
194,40199,31700,"Manchester-Nashua, NH Metro Area",402302,49013,"Manchester-Nashua, NH Metro Area",409697,3100000US31700,"Manchester-Nashua, NH Metro Area",137427,48086,764,36418,742,36321,22,-,10290,48218,27054,52963,6986,53554,12969,37110,7694,52156,6218,51174,1476,61848,4338,65273,12283,53450,9199,61442,3084,44373,15791,68564,11840,72861,388,"100,000+",3563,42269,24363,40137,8017,42264,16346,38196,3557,31476,824,33477,2733,30107,5754,35995,5584,50454,2.1,(X),160590,489,473,16,10205,25839,5562,16453,7053,5423,1630,4937,12436,9381,3055,23463,16796,314,6353,34201,11746,22455,8546,1312,7234,5877,5529
195,29015,31900,"Mansfield, OH Metro Area",125679,33679,"Mansfield, OH Metro Area",120589,3100000US31900,"Mansfield, OH Metro Area",36367,34122,455,31394,437,31313,18,"100,000+",2701,40170,11928,37241,928,34221,3773,30616,1000,46069,791,44496,209,71720,516,37042,1087,30517,975,32383,112,27295,2374,27401,1572,33294,130,34855,672,20682,6349,36026,2072,49254,4277,31913,1598,16559,52,-,1546,16194,1865,35293,1793,40966,3.6,(X),37295,722,712,10,1827,9866,833,3606,1580,1424,156,498,2276,1823,453,2377,1037,24,1316,7308,1664,5644,2162,250,1912,1262,2978
196,20212,32580,"McAllen-Edinburg-Mission, TX Metro Area",710514,24760,"McAllen-Edinburg-Mission, TX Metro Area",860661,3100000US32580,"McAllen-Edinburg-Mission, TX Metro Area",152940,25284,5419,31167,2607,16633,2812,46045,16007,22146,6912,39248,6012,26236,21395,21444,8092,26918,7185,26958,907,26712,2225,26282,7808,27316,6716,26218,1092,32114,12441,21793,4329,43594,160,-,7952,17958,40989,27281,19655,34789,21334,22417,8853,20139,1683,25396,7170,18121,8408,16252,8379,40967,2.0,(X),222829,8490,4773,3717,19517,10537,7711,27665,12070,11200,870,2320,9944,6755,3189,21800,7892,151,13757,62401,30639,31762,13580,2423,11157,12920,13874
197,27188,32780,"Medford, OR Metro Area",199295,32530,"Medford, OR Metro Area",217479,3100000US32780,"Medford, OR Metro Area",54390,35692,1295,35514,1224,35083,71,-,4291,41607,5570,33284,2420,50537,12734,29783,2720,43098,2546,42664,174,-,637,51317,2889,36284,1837,37267,1052,33782,3535,35323,1833,48313,0,-,1702,17024,10372,41824,1333,44850,9039,40391,3608,17455,458,31200,3150,17300,2131,21616,2188,51881,3.1,(X),60978,2207,2207,0,5142,7208,1156,7355,3860,3411,449,1799,3984,2055,1929,4814,2850,92,1872,14046,3187,10859,3379,544,2835,2873,3155
198,31574,32820,"Memphis, TN-MS-AR Metro Area",1283579,36028,"Memphis, TN-MS-AR Metro Area",1346626,3100000US32820,"Memphis, TN-MS-AR Metro Area",396004,37497,1851,29452,1383,26172,468,40649,26096,36423,44532,41652,23579,37692,41880,30504,53643,43317,50544,42978,3099,50642,6184,42404,27715,45978,18843,50074,8872,37424,35724,39099,17396,51508,783,61250,17545,28842,68847,39542,24240,40367,44607,38273,25409,26839,8783,33102,16626,24102,17339,30090,23205,45438,4.6,(X),456433,2753,2013,740,24570,58743,16984,40632,58278,53950,4328,6017,25919,16171,9748,40278,19527,558,20193,106020,34353,71667,30182,7372,22810,20538,25519
199,27451,32900,"Merced, CA Metro Area",245514,30346,"Merced, CA Metro Area",272673,3100000US32900,"Merced, CA Metro Area",57160,33380,6079,25780,5977,25538,102,52361,6307,50408,9106,23905,768,36218,5841,31580,3218,40643,2207,35841,1011,45927,1559,31404,3404,45026,2069,45871,1335,41621,2933,32358,1142,31705,94,52304,1697,29657,11270,43475,4518,44254,6752,42475,1927,23308,290,26348,1637,16352,2302,27519,2446,48500,4.4,(X),69240,7463,7355,108,6733,9039,3367,5237,5237,4182,1055,1066,2008,852,1156,4232,1784,37,2411,13556,6429,7127,3409,995,2414,2845,5048
200,31606,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",5413212,32927,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",6158824,3100000US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",1761230,36427,7022,20725,6570,19854,452,"100,000+",162797,32088,109892,35632,91650,39361,203077,30607,123885,40347,110732,38243,13153,56230,48767,50113,172713,44208,109495,48367,63218,37149,225631,41133,123720,55546,2416,62075,99495,27260,289835,37895,93316,40545,196519,36523,138294,26393,29300,35397,108994,24918,98352,25952,89315,51395,5.2,(X),2150666,14064,13644,420,185211,106928,82795,230092,151019,132312,18707,46917,186341,117228,69113,310799,177850,2324,130625,440581,145347,295234,198596,44409,154187,108218,89105
201,30346,33140,"Michigan City-La Porte, IN Metro Area",109787,32825,"Michigan City-La Porte, IN Metro Area",110029,3100000US33140,"Michigan City-La Porte, IN Metro Area",31904,35707,577,36426,577,36426,0,-,2470,52508,8475,39398,861,40862,2743,31493,2336,52839,2102,52656,234,82499,894,40899,1913,40712,1393,40029,520,44467,2386,31661,1180,34537,0,-,1206,28348,4762,31984,1448,40921,3314,28051,2195,22497,956,31815,1239,20368,1063,30723,1229,38364,4.8,(X),30252,249,249,0,1725,8801,555,2623,2477,1680,797,361,1359,854,505,1667,936,0,731,5955,1683,4272,2059,1006,1053,1278,1143
202,34410,33260,"Midland, TX Metro Area",126408,49538,"Midland, TX Metro Area",169643,3100000US33260,"Midland, TX Metro Area",38213,41132,8413,58481,445,26468,7968,60553,2904,30753,2403,53798,2031,62152,3139,22221,1921,41981,1725,37459,196,"100,000+",819,28971,2306,40499,1300,35671,1006,42169,2728,58087,2133,60804,0,-,595,30950,5607,39718,2387,36809,3220,41081,2013,12267,440,40889,1573,12008,2432,31338,1497,48764,2.7,(X),62539,13214,430,12784,5351,2404,3434,4847,4096,3463,633,663,1758,1057,701,6989,3947,222,2820,11255,4945,6310,2737,636,2101,3503,2288
203,35955,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1544398,41918,"Milwaukee-Waukesha-West Allis, WI Metro Area",1576236,3100000US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",498130,42284,2289,42804,1723,37321,566,44063,27123,45884,113571,45820,20382,45953,48624,32713,25608,48037,20694,45000,4914,69080,13697,52365,47938,50037,40240,50368,7698,45952,48546,48323,30533,55574,1140,53344,16873,32951,91266,39035,25578,45264,65688,35320,23709,27151,5833,39462,17876,23692,18557,38772,16820,52397,3.4,(X),562668,2858,2333,525,28612,109334,21487,46860,25752,21566,4186,11205,48397,40289,8108,63446,38552,2178,22716,126551,42650,83901,34539,8380,26159,21527,22100
